ëIéËID,ê¨ê—ID,ééçáêî,äÆìä,èüêî,îsêî,ÉZÅ[Éu,ÇrÇo,ÉzÅ[ÉãÉh,ÇgÇo,é©ê”ì_,ìäãÖâÒ,ìäãÖâÒ13,ñhå‰ó¶,ãÖêî,ë≈é“êî,ë≈êî,îÌà¿ë≈,îÌñ{ó€ë≈,íDéOêU,ó^élãÖ,ó^éÄãÖ,é∏ì_
45,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
46,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
47,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
48,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
49,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
50,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
51,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
52,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
53,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
54,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
55,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
56,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
57,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
58,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
59,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
60,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
61,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
62,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
63,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
64,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
65,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
66,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
67,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
68,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
69,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
70,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
71,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
72,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
73,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
74,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
75,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
76,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
77,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
78,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
79,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
80,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
81,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
82,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
83,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
84,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
85,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
86,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
87,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
88,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
89,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
90,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
91,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
92,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
93,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
94,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
95,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
96,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
97,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
98,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
99,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
100,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
101,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
102,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
103,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
104,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
105,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
106,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
107,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
108,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
109,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
110,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
111,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
112,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
113,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
114,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
115,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
116,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
117,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
118,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
119,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
120,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
121,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
122,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
123,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
124,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
125,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
126,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
127,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
128,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
129,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
130,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
131,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
132,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
133,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
134,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
135,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
136,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
137,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
138,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
139,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
140,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
141,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
142,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
143,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
144,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
145,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
146,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
147,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
148,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
149,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
150,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
151,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
152,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
153,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
154,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
155,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
156,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
157,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
158,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
159,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
160,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
161,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
162,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
163,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
164,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
165,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
166,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
167,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
168,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
169,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
170,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
171,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
172,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
173,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
174,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
175,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
176,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
177,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
178,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
179,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
180,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
181,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
182,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
183,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
184,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
185,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
186,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
187,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
188,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
189,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
190,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
191,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
192,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
193,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
194,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
195,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
196,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
197,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
198,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
199,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
200,16,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
1,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
2,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
3,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
4,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
5,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
6,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
7,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
8,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
9,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
10,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
11,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
12,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
13,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
14,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
15,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
16,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
17,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
18,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
19,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
20,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
21,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
22,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
23,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
24,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
25,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
26,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
27,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
28,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
29,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
30,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
31,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
32,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
33,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
34,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
35,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
36,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
37,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
38,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
39,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
40,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
41,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
42,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
43,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
44,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
45,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
46,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
47,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
48,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
49,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
50,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
51,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
52,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
53,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
54,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
55,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
56,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
57,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
58,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
59,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
60,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
61,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
62,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
63,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
64,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
65,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
66,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
67,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
68,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
69,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
70,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
71,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
72,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
73,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
74,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
75,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
76,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
77,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
78,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
79,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
80,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
81,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
82,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
83,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
84,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
85,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
86,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
87,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
88,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
89,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
90,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
91,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
92,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
93,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
94,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
95,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
96,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
97,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
98,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
99,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
100,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
101,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
102,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
103,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
104,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
105,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
106,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
107,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
108,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
109,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
110,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
111,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
112,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
113,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
114,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
115,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
116,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
117,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
118,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
119,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
120,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
121,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
122,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
123,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
124,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
125,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
126,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
127,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
128,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
129,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
130,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
131,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
132,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
133,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
134,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
135,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
136,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
137,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
138,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
139,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
140,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
141,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
142,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
143,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
144,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
145,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
146,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
147,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
148,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
149,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
150,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
151,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
152,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
153,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
154,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
155,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
156,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
157,17,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0
